census_tract_GEOID,eviction_rate,total_evictions,eviction_filings,foreclosure_sales,foreclosure_rate,lien_foreclosures,lien_foreclosure_rate,year
12057011007,0.428571429,0.857142858,2.0,2.0,0.2604166666666666,1.0,0.0937207122774133,2017
12057011010,0.610687023,17.709923666999998,29.0,3.0,0.4347826086956521,7.0,0.7007007007007007,2017
12057011205,0.764705882,0.764705882,1.0,6.0,1.0362694300518136,1.0,0.101419878296146,2017
12057011410,0.375,6.0,16.0,8.0,0.5031446540880503,8.0,0.3842459173871277,2017
12057011411,0.444444444,2.666666664,6.0,4.0,1.10803324099723,1.0,0.1949317738791423,2017
12057011204,0.433823529,39.477941139,91.0,9.0,0.8946322067594433,0.0,0.0,2017
12057011301,0.4642857139999999,1.857142856,4.0,5.0,0.6765899864682002,0.0,0.0,2017
12057011414,0.406091371,17.868020324,44.0,11.0,1.0416666666666663,2.0,0.1392757660167131,2017
12057011610,0.515625,11.859375,23.0,4.0,0.8247422680412372,2.0,0.1784121320249777,2017
12057000102,0.591101695,44.332627125,75.0,9.0,1.9230769230769231,5.0,0.6622516556291391,2017
12057011504,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2017
12057014106,0.526315789,5.789473678999999,11.0,2.0,0.3442340791738382,0.0,0.0,2017
12057012800,0.583333333,10.499999994,18.0,3.0,0.4172461752433936,,,2017
12057010108,0.5,3.5,7.0,6.0,1.7647058823529411,,,2017
12057000401,0.51010101,12.75252525,25.0,1.0,0.2314814814814814,,,2018
12057010105,0.428571429,3.000000003,7.0,6.0,0.9188361408882084,1.0,0.0896860986547085,2018
12057010203,0.5189873420000001,10.898734182000002,21.0,3.0,1.5228426395939088,1.0,0.2695417789757413,2018
12057010600,0.553333333,34.306666646,62.0,1.0,0.2079002079002079,,,2018
12057002300,0.540540541,4.324324328,8.0,2.0,0.3378378378378378,1.0,0.1219512195121951,2018
12057004900,0.455445545,15.48514853,34.0,2.0,0.4219409282700421,1.0,0.1579778830963665,2018
12057010402,0.570247934,56.454545466,99.0,5.0,0.8169934640522877,1.0,0.1222493887530562,2018
12057011106,0.571428571,9.714285707,17.0,1.0,0.5208333333333333,0.0,0.0,2018
12057012103,0.540433925,55.664694275,103.0,3.0,0.5110732538330494,7.0,0.7760532150776054,2018
12057012304,0.430769231,5.169230772000001,12.0,8.0,1.015228426395939,4.0,0.3690036900369003,2018
12057013922,0.4516129029999999,3.161290321,7.0,6.0,0.4511278195488722,9.0,0.5107832009080591,2018
12057013923,0.523809524,6.285714288,12.0,4.0,0.2217294900221729,5.0,0.2345215759849906,2018
12057014007,0.5476190479999999,10.404761912,19.0,8.0,0.8403361344537815,6.0,0.5591798695246971,2018
12057014008,0.5,0.5,1.0,1.0,0.1533742331288343,1.0,0.0589970501474926,2018
12057014009,0.5,1.0,2.0,1.0,0.45662100456621,2.0,0.4310344827586206,2018
12057014010,0.0,0.0,0.0,2.0,0.3952569169960474,1.0,0.0744047619047619,2018
12057014011,0.0,0.0,0.0,1.0,0.1385041551246537,5.0,0.2513826043237808,2018
12057014012,0.518092225,0.518092225,1.0,0.0,0.0,1.0,0.0629722921914357,2018
12057014013,0.621621622,5.5945945980000005,9.0,0.0,0.0,,,2018
12057014014,0.75,0.75,1.0,0.0,0.0,,,2018
12057014015,,,,0.0,0.0,0.0,0.0,2018
12057014016,,,,0.0,0.0,,,2018
12057014117,0.375,0.75,2.0,5.0,0.6811989100817438,1.0,0.0931966449207828,2018
12057014119,0.438596491,7.0175438560000005,16.0,9.0,0.509915014164306,9.0,0.3959524857017157,2018
12057014121,0.416666667,4.583333337000001,11.0,8.0,0.7048458149779736,3.0,0.1977587343441002,2018
12057014118,0.421052632,0.8421052640000001,2.0,8.0,0.7568590350047304,1.0,0.0585480093676815,2018
12057980300,,,,,,,,2018
12057014122,0.416666667,11.250000009,27.0,12.0,0.9779951100244498,30.0,2.123142250530785,2018
12057980100,,,,,,,,2018
12057980200,,,,,,,,2018
12057980400,,,,,,,,2018
12057000201,0.515991471,45.407249448,88.0,1.0,1.0309278350515465,2.0,1.2269938650306749,2018
12057000202,0.574534161,48.835403685,85.0,9.0,1.7999999999999998,,,2018
12057000101,0.512280702,25.101754398,49.0,2.0,0.5,,,2018
12057000601,0.570397112,78.714801456,138.0,1.0,0.2325581395348837,1.0,0.1587301587301587,2018
12057000602,0.466666667,8.866666673000001,19.0,4.0,1.7937219730941705,,,2018
12057000901,0.53875969,23.70542636,44.0,4.0,1.1494252873563218,2.0,0.437636761487965,2018
12057000902,0.539400666,52.861265268,98.0,4.0,1.6597510373443984,0.0,0.0,2018
12057001001,0.469107551,34.713958774,74.0,2.0,1.8691588785046729,,,2018
12057005301,0.487804878,31.219512192,64.0,0.0,0.0,0.0,0.0,2018
12057006101,0.285714286,1.1428571440000002,4.0,1.0,0.1526717557251908,0.0,0.0,2018
12057001002,0.53125,24.4375,46.0,8.0,1.2987012987012987,,,2018
12057005302,0.454545455,8.18181819,18.0,3.0,2.0689655172413794,0.0,0.0,2018
12057005401,0.5625,3.9375,7.0,2.0,0.2123142250530785,1.0,0.0718907260963335,2018
12057006103,0.3,1.2,4.0,3.0,0.4807692307692308,0.0,0.0,2018
12057006501,0.507936508,4.063492064,8.0,4.0,0.8695652173913043,,,2018
12057006502,0.4576271189999999,2.745762714,6.0,1.0,0.7874015748031495,0.0,0.0,2018
12057007001,0.4227642279999999,9.300813016,22.0,2.0,0.3081664098613251,,,2018
12057001700,0.560747664,14.0186916,25.0,8.0,0.7655502392344498,,,2018
12057002200,0.5932203389999999,7.118644067999999,12.0,2.0,0.5988023952095809,,,2018
12057003500,0.45959596,5.51515152,12.0,2.0,0.8733624454148471,,,2018
12057003900,0.564102564,18.051282048,32.0,1.0,0.8771929824561403,3.0,1.282051282051282,2018
12057004400,0.487179487,9.74358974,20.0,2.0,0.9259259259259258,,,2018
12057004500,0.559139785,9.505376344999998,17.0,6.0,1.0619469026548671,,,2018
12057004600,0.4112903229999999,15.629032273999998,38.0,10.0,3.5211267605633805,4.0,0.6745362563237773,2018
12057004700,0.375,1.875,5.0,2.0,0.5025125628140703,,,2018
12057007200,0.5,7.0,14.0,7.0,0.850546780072904,,,2018
12057010107,0.507042254,6.084507048000001,12.0,1.0,0.381679389312977,,,2018
12057011005,0.473684211,1.894736844,4.0,2.0,0.32,0.0,0.0,2018
12057011008,0.453846154,12.707692312,28.0,3.0,0.4005340453938585,3.0,0.2487562189054726,2018
12057011409,0.588235294,1.764705882,3.0,3.0,0.5847953216374269,1.0,0.099601593625498,2018
12057011510,0.3157894739999999,0.9473684219999998,3.0,2.0,0.185013876040703,4.0,0.3007518796992481,2018
12057011512,0.0,0.0,0.0,3.0,0.3194888178913738,5.0,0.4135649296939619,2018
12057011606,0.540145985,30.24817516,56.0,14.0,1.343570057581574,7.0,0.4181600955794504,2018
12057011902,0.524038462,10.48076924,20.0,5.0,0.4194630872483221,3.0,0.1745200698080279,2018
12057012206,0.5,7.0,14.0,13.0,0.9544787077826724,6.0,0.3294892915980231,2018
12057013504,0.551282051,3.3076923060000003,6.0,4.0,0.7782101167315175,,,2018
12057013602,0.657894737,7.894736844,12.0,1.0,0.3717472118959107,,,2018
12057013804,0.555194805,23.31818181,42.0,12.0,0.619514713474445,12.0,0.5316792202038104,2018
12057000402,0.5735294120000001,11.47058824,20.0,5.0,1.6722408026755853,,,2018
12057003300,0.512953368,10.772020728,21.0,3.0,3.225806451612903,,,2018
12057003400,0.5154185020000001,15.46255506,30.0,2.0,1.1904761904761905,,,2018
12057003600,0.5504587160000001,26.972477084000005,49.0,5.0,1.1848341232227488,1.0,0.1492537313432836,2018
12057003700,0.664596273,17.279503098,26.0,2.0,3.4482758620689653,,,2018
12057005700,0.593023256,4.151162792,7.0,1.0,0.1655629139072847,0.0,0.0,2018
12057006000,0.490566038,2.45283019,5.0,2.0,0.1779359430604982,,,2018
12057006300,0.375,0.375,1.0,3.0,0.3070624360286591,0.0,0.0,2018
12057007300,,,,,,,,2018
12057001100,0.5,2.0,4.0,4.0,0.8333333333333334,0.0,0.0,2018
12057002100,0.48630137,6.32191781,13.0,3.0,0.5376344086021506,,,2018
12057002900,0.470588235,5.176470585000001,11.0,3.0,0.7407407407407408,2.0,0.4219409282700421,2018
12057013002,0.561403509,4.491228072,8.0,5.0,0.5952380952380952,0.0,0.0,2018
12057013312,0.525,7.35,14.0,7.0,1.0769230769230769,9.0,0.7064364207221351,2018
12057014002,0.321428571,1.285714284,4.0,0.0,0.0,,,2018
12057013003,0.6315789470000001,11.368421046000002,18.0,1.0,0.2976190476190476,,,2018
12057013206,0.1363636359999999,1.090909088,8.0,6.0,0.4178272980501393,2.0,0.1072386058981233,2018
12057013307,0.575471698,21.867924524,38.0,1.0,0.3875968992248062,1.0,0.2770083102493075,2018
12057013503,0.541666667,12.458333341,23.0,2.0,0.6191950464396285,,,2018
12057013903,0.47826087,0.95652174,2.0,4.0,0.796812749003984,,,2018
12057006802,0.5,3.0,6.0,3.0,0.4,5.0,0.4926108374384236,2018
12057011708,0.307692308,28.000000028,91.0,2.0,0.449438202247191,0.0,0.0,2018
12057012402,0.545454545,2.727272725,5.0,0.0,0.0,,,2018
12057012403,0.514705882,7.72058823,15.0,5.0,0.6747638326585695,2.0,0.1540832049306625,2018
12057001300,0.5,10.0,20.0,7.0,0.7927519818799547,,,2018
12057001400,0.5958904110000001,10.726027398,18.0,4.0,0.6220839813374806,,,2018
12057002700,0.4642857139999999,13.92857142,30.0,4.0,0.516795865633075,1.0,0.0551571980143408,2018
12057005500,0.5,3.0,6.0,2.0,0.4149377593360996,1.0,0.1506024096385542,2018
12057005800,0.416666667,3.3333333360000004,8.0,3.0,0.3033367037411527,1.0,0.0674308833445718,2018
12057006801,0.53,18.02,34.0,5.0,0.5296610169491525,2.0,0.1524390243902439,2018
12057010205,0.378787879,7.575757579999999,20.0,6.0,0.3234501347708895,4.0,0.1638672675133142,2018
12057010303,0.5903614460000001,31.879518084000004,54.0,2.0,0.8771929824561403,,,2018
12057010702,0.408163265,4.08163265,10.0,5.0,1.1961722488038278,2.0,0.2789400278940028,2018
12057003100,0.529801325,7.417218549999999,14.0,5.0,1.984126984126984,,,2018
12057001900,0.485380117,17.959064329,37.0,6.0,3.061224489795918,,,2018
12057002000,0.505882353,12.647058824999998,25.0,2.0,0.6060606060606061,,,2018
12057002500,0.536170213,50.400000022,94.0,2.0,0.4273504273504274,0.0,0.0,2018
12057003800,0.452054795,4.972602745,11.0,1.0,1.25,1.0,0.5181347150259068,2018
12057010808,0.524050633,51.881012667,99.0,1.0,inf,0.0,0.0,2018
12057000300,0.508371385,52.87062404,104.0,11.0,1.851851851851852,0.0,0.0,2018
12057005102,0.2666666669999999,7.733333342999999,29.0,2.0,0.2439024390243902,5.0,0.3843197540353574,2018
12057004000,0.5,1.5,3.0,1.0,16.666666666666664,,,2018
12057004100,0.506329114,11.645569622,23.0,0.0,0.0,,,2018
12057010103,0.636363636,5.090909088,8.0,2.0,0.302571860816944,,,2018
12057011006,0.54,7.0200000000000005,13.0,7.0,0.5723630417007358,3.0,0.1647446457990115,2018
12057011108,0.4,1.6,4.0,2.0,0.7722007722007722,,,2018
12057011203,0.587301587,5.87301587,10.0,0.0,0.0,3.0,0.320855614973262,2018
12057011206,0.476923077,14.30769231,30.0,2.0,0.5405405405405406,1.0,0.1564945226917058,2018
12057011407,0.6190476189999999,3.095238095,5.0,7.0,1.4285714285714286,1.0,0.1356852103120759,2018
12057011412,0.52688172,6.84946236,13.0,3.0,0.8264462809917356,1.0,0.1358695652173913,2018
12057011507,0.420289855,3.36231884,8.0,3.0,0.2793296089385474,9.0,0.5565862708719851,2018
12057011509,0.4,2.4000000000000004,6.0,7.0,0.4739336492890995,8.0,0.3879728419010669,2018
12057011516,0.540540541,5.945945951000001,11.0,0.0,0.0,2.0,0.3139717425431711,2018
12057011603,0.310344828,0.620689656,2.0,11.0,1.6491754122938531,0.0,0.0,2018
12057011605,0.612149533,17.752336457,29.0,12.0,1.530612244897959,,,2018
12057011803,0.484745763,26.661016965,55.0,2.0,0.3636363636363636,3.0,0.3537735849056604,2018
12057011901,0.574534161,50.559006168,88.0,8.0,4.395604395604396,,,2018
12057012001,0.522727273,6.795454549,13.0,5.0,1.1389521640091116,,,2018
12057013314,0.44,2.2,5.0,4.0,0.7532956685499058,1.0,0.1223990208078335,2018
12057001800,0.531976744,47.34593021599999,89.0,10.0,3.095975232198142,0.0,0.0,2018
12057002400,0.62804878,6.2804878,10.0,9.0,1.6216216216216215,,,2018
12057002600,0.45,10.8,24.0,1.0,3.333333333333333,1.0,2.127659574468085,2018
12057002800,0.463414634,0.926829268,2.0,6.0,0.8391608391608392,0.0,0.0,2018
12057980500,,,,,,,,2018
12057980600,,,,,,,,2018
12057980700,,,,,,,,2018
12057990000,,,,,,,,2018
12057990100,,,,,,,,2018
12057010814,0.470588235,25.882352925000003,55.0,1.0,0.9803921568627452,,,2018
12057010815,0.517241379,38.275862046,74.0,,,,,2018
12057010816,0.544827586,69.737931008,128.0,0.0,,,,2018
12057010817,0.567669173,63.578947376,112.0,0.0,0.0,1.0,0.1686340640809443,2018
12057010818,0.539665971,89.04488521500001,165.0,0.0,0.0,,,2018
12057011012,0.47826087,3.82608696,8.0,6.0,0.3590664272890485,11.0,0.5486284289276808,2018
12057011013,0.5727272729999999,14.318181824999998,25.0,3.0,0.591715976331361,5.0,0.6983240223463687,2018
12057011014,0.453488372,7.709302324,17.0,,,1.0,inf,2018
12057011015,0.4629629629999999,73.148148154,158.0,4.0,0.975609756097561,2.0,0.2677376171352075,2018
12057011016,0.58974359,12.38461539,21.0,1.0,0.165837479270315,1.0,0.1349527665317139,2018
12057011109,0.434782609,0.869565218,2.0,4.0,0.4796163069544364,0.0,0.0,2018
12057011303,0.452830189,4.075471701,9.0,2.0,0.5361930294906166,0.0,0.0,2018
12057011304,0.4690265489999999,7.035398235,15.0,4.0,0.3944773175542406,0.0,0.0,2018
12057011417,0.587719298,12.929824556,22.0,3.0,0.3436426116838488,3.0,0.2572898799313894,2018
12057011418,0.438596491,5.701754383000001,13.0,3.0,0.4195804195804196,6.0,0.495049504950495,2018
12057011517,0.481481481,1.925925924,4.0,6.0,0.2325581395348837,4.0,0.120048019207683,2018
12057011518,0.615384615,0.615384615,1.0,7.0,0.7014028056112225,3.0,0.210970464135021,2018
12057011519,0.0,0.0,1.0,7.0,1.3888888888888888,3.0,0.4059539918809201,2018
12057011520,0.533333333,4.799999997,9.0,1.0,0.1183431952662722,4.0,0.3481288076588337,2018
12057011521,0.515151515,7.727272725,15.0,1.0,0.3424657534246575,,,2018
12057011522,0.56,2.24,4.0,3.0,0.3740648379052369,4.0,0.3381234150464919,2018
12057011523,0.5,1.0,2.0,1.0,0.2331002331002331,,,2018
12057011524,0.47979798,11.03535354,23.0,2.0,0.4629629629629629,1.0,0.1572327044025157,2018
12057011614,0.549295775,11.535211275000002,21.0,8.0,0.9142857142857144,0.0,0.0,2018
12057011615,0.4704049839999999,10.348909648,22.0,0.0,0.0,1.0,0.133155792276964,2018
12057011709,0.461538462,5.076923082,11.0,1.0,0.8620689655172413,,,2018
12057013406,0.580645161,4.645161288,8.0,1.0,0.4926108374384236,,,2018
12057013409,0.564102564,3.948717948,7.0,3.0,0.3275109170305676,2.0,0.1620745542949757,2018
12057013801,0.485294118,15.044117658,31.0,2.0,0.7722007722007722,0.0,0.0,2018
12057014104,0.533333333,3.733333331,7.0,1.0,0.9523809523809524,,,2018
12057010305,0.5792682929999999,17.957317083,31.0,5.0,1.0570824524312896,,,2018
12057010701,0.5824742270000001,18.056701037000003,31.0,1.0,0.1189060642092746,2.0,0.1500375093773443,2018
12057011103,0.516129032,1.548387096,3.0,5.0,0.5854800936768151,1.0,0.0783699059561128,2018
12057011408,0.607843137,15.803921562,26.0,5.0,1.2135922330097086,2.0,0.2928257686676427,2018
12057011413,0.488888889,6.355555557,13.0,5.0,0.4456327985739751,1.0,0.0649772579597141,2018
12057011608,0.75,1.5,2.0,0.0,0.0,1.0,0.2415458937198067,2018
12057011611,0.514705882,8.749999994,17.0,6.0,0.8534850640113799,0.0,0.0,2018
12057012208,0.616216216,8.627027024,14.0,8.0,0.4736530491415038,3.0,0.1361161524500907,2018
12057013205,0.566666667,7.933333338000001,14.0,9.0,0.5196304849884527,5.0,0.2205558006175562,2018
12057013208,0.444444444,1.333333332,3.0,1.0,0.0821018062397372,6.0,0.3660768761439902,2018
12057013305,0.5,2.0,4.0,5.0,0.4725897920604915,1.0,0.0688231245698554,2018
12057013407,0.411764706,7.823529414000001,19.0,10.0,0.6816632583503749,0.0,0.0,2018
12057013802,0.5371900829999999,17.727272738999996,33.0,5.0,1.524390243902439,0.0,0.0,2018
12057013803,0.460431655,11.05035972,24.0,0.0,0.0,,,2018
12057014003,0.25,0.25,1.0,0.0,0.0,0.0,0.0,2018
12057014109,0.445945946,6.6891891900000005,15.0,8.0,0.7366482504604052,4.0,0.2534854245880861,2018
12057013505,0.524475524,14.685314672,28.0,3.0,0.7481296758104738,,,2018
12057013702,0.5491803279999999,15.926229512,29.0,11.0,0.5603667855323484,10.0,0.3813882532418001,2018
12057013907,0.0,0.0,0.0,1.0,0.2538071065989847,,,2018
12057000500,0.395348837,3.162790696,8.0,5.0,0.5780346820809248,0.0,0.0,2018
12057001200,0.428571429,9.857142867,23.0,2.0,0.6493506493506493,0.0,0.0,2018
12057001500,0.461538462,2.30769231,5.0,5.0,0.7052186177715092,,,2018
12057001600,0.634146341,6.34146341,10.0,3.0,0.8264462809917356,,,2018
12057011515,0.4583333329999999,1.374999999,3.0,6.0,0.7142857142857143,4.0,0.3466204506065857,2018
12057013001,0.492385787,25.111675137,51.0,2.0,0.4535147392290249,0.0,0.0,2018
12057000700,0.528114664,91.363836872,173.0,9.0,2.284263959390863,0.0,0.0,2018
12057003200,0.541666667,4.875000003,9.0,0.0,0.0,,,2018
12057011107,0.486111111,5.8333333320000005,12.0,12.0,1.0230179028132993,2.0,0.1086366105377512,2018
12057011506,0.471910112,18.404494368,39.0,7.0,0.4716981132075472,4.0,0.1928640308582449,2018
12057012104,0.540983607,56.262295128000005,104.0,7.0,1.402805611222445,1.0,0.1116071428571428,2018
12057011802,0.557377049,6.688524588,12.0,6.0,0.539568345323741,0.0,0.0,2018
12057011804,0.609195402,8.528735628,14.0,5.0,0.8143322475570033,1.0,0.0919963201471941,2018
12057012108,0.561797753,9.550561801,17.0,5.0,0.8488964346349746,0.0,0.0,2018
12057012209,0.461538462,3.2307692340000003,7.0,7.0,0.7641921397379913,7.0,0.5709624796084829,2018
12057012210,0.481012658,9.62025316,20.0,4.0,0.5689900426742532,4.0,0.2779708130646282,2018
12057012211,0.545454545,1.09090909,2.0,,,0.0,0.0,2018
12057012212,0.517985612,41.43884896,80.0,2.0,0.6872852233676976,0.0,0.0,2018
12057012213,0.508196721,10.16393442,20.0,4.0,0.5082592121982211,1.0,0.080450522928399,2018
12057012503,0.609756098,9.14634147,15.0,1.0,0.12531328320802,11.0,0.8979591836734694,2018
12057010810,0.511764706,24.052941182,47.0,1.0,0.7142857142857143,1.0,0.3831417624521072,2018
12057010811,0.507418398,45.66765582,90.0,2.0,0.4640371229698375,5.0,0.5649717514124294,2018
12057010812,0.518115942,58.028985504,112.0,,,1.0,0.3225806451612903,2018
12057010813,0.517426273,28.458445015,55.0,0.0,0.0,,,2018
12057007002,0.508474576,13.220338976,26.0,0.0,0.0,2.0,0.6134969325153374,2018
12057007102,0.398305085,3.18644068,8.0,1.0,0.3412969283276451,0.0,0.0,2018
12057007103,0.5,3.0,6.0,3.0,0.4195804195804196,0.0,0.0,2018
12057010209,0.487922705,10.246376805,21.0,5.0,0.2072109407376709,27.0,0.8943358728055647,2018
12057010210,0.510869565,16.858695645,33.0,2.0,0.6211180124223602,1.0,0.1897533206831119,2018
12057010211,0.4651162789999999,6.976744184999999,15.0,1.0,0.1050420168067226,7.0,0.5355776587605203,2018
12057010212,0.416666667,5.416666671000001,13.0,1.0,0.089126559714795,11.0,0.7513661202185792,2018
12057010213,0.6,8.4,14.0,2.0,0.6430868167202572,,,2018
12057010214,0.666666667,0.666666667,1.0,,,,,2018
12057010501,0.50989011,55.06813188,108.0,7.0,1.70316301703163,9.0,1.0962241169305724,2018
12057010502,0.478527607,12.441717782,26.0,3.0,0.9090909090909092,3.0,0.6479481641468683,2018
12057010809,0.50862069,14.24137932,28.0,0.0,0.0,3.0,0.8264462809917356,2018
12057011710,0.485207101,29.597633161,61.0,5.0,0.7507507507507507,5.0,0.5149330587023687,2018
12057011712,0.520833333,13.541666658,26.0,6.0,0.7712082262210797,3.0,0.2302379125095932,2018
12057011904,0.545945946,24.021621624,44.0,1.0,10.0,,,2018
12057011905,0.552941176,6.082352936,11.0,2.0,1.694915254237288,,,2018
12057011906,0.425454545,22.97454543,54.0,1.0,0.2469135802469135,2.0,0.2994011976047904,2018
12057012107,0.447916667,10.302083341,23.0,6.0,1.1976047904191618,1.0,0.1054852320675105,2018
12057004800,0.551401869,6.065420559,11.0,1.0,0.1652892561983471,0.0,0.0,2018
12057006200,0.476190476,0.952380952,2.0,3.0,0.2785515320334262,0.0,0.0,2018
12057006400,0.473684211,0.947368422,2.0,1.0,0.1024590163934426,1.0,0.072992700729927,2018
12057006600,0.381818182,1.90909091,5.0,5.0,0.8741258741258742,1.0,0.0987166831194471,2018
12057010401,0.5729537370000001,37.814946642,66.0,7.0,1.232394366197183,8.0,0.9019165727170236,2018
12057012504,0.416666667,1.6666666680000002,4.0,2.0,0.2159827213822894,10.0,0.8628127696289906,2018
12057013315,0.441340782,46.340782110000006,105.0,3.0,3.75,0.0,0.0,2018
12057013316,0.572519084,30.343511452,53.0,,,1.0,inf,2018
12057013317,0.439189189,23.716216206,54.0,,,,,2018
12057013318,0.4234234229999999,27.945945918,66.0,2.0,2.247191011235955,1.0,1.1235955056179776,2018
12057013319,0.4379562039999999,24.08759122,55.0,0.0,0.0,10.0,0.7874015748031495,2018
12057013320,0.5,26.5,53.0,3.0,0.911854103343465,3.0,0.6369426751592357,2018
12057013321,0.489655172,11.751724128,24.0,7.0,0.5076142131979695,6.0,0.3764115432873274,2018
12057013322,0.410828025,24.238853475,59.0,3.0,0.310880829015544,5.0,0.3739715781600598,2018
12057013410,0.511945392,15.35836176,30.0,1.0,0.1344086021505376,5.0,0.4807692307692308,2018
12057013411,0.56,2.8000000000000003,5.0,4.0,0.7017543859649122,3.0,0.3080082135523614,2018
12057013412,0.474576271,8.067796607,17.0,5.0,0.7072135785007072,2.0,0.1877934272300469,2018
12057013413,0.461538462,5.076923082,11.0,2.0,0.198807157057654,5.0,0.3785011355034065,2018
12057013414,0.471698113,8.018867921,17.0,3.0,0.2345582486317435,1.0,0.0521920668058455,2018
12057013912,0.535714286,4.285714288,8.0,9.0,0.9890109890109888,3.0,0.2485501242750621,2018
12057012701,0.537878788,11.833333336,22.0,2.0,0.4228329809725158,9.0,1.0250569476082003,2018
12057013204,0.588235294,12.941176467999998,22.0,3.0,0.5825242718446602,4.0,0.3233629749393694,2018
12057013908,0.4835164839999999,13.054945068,27.0,8.0,0.3840614498319731,9.0,0.2868983104877271,2018
12057012600,0.571428571,12.571428562,22.0,3.0,0.3831417624521072,2.0,0.1680672268907563,2018
12057003000,0.529761905,30.196428585,57.0,1.0,0.9174311926605504,,,2018
12057005000,0.508474576,13.220338976,26.0,3.0,4.615384615384616,,,2018
12057006900,0.54,13.5,25.0,4.0,0.3714020427112349,1.0,0.0562113546936481,2018
12057010304,0.535714286,5.357142860000001,10.0,2.0,0.3316749585406301,2.0,0.1966568338249754,2018
12057011416,0.534653465,13.366336625,25.0,14.0,1.2334801762114538,16.0,0.99626400996264,2018
12057013704,0.594095941,32.081180814,54.0,6.0,0.4366812227074235,16.0,0.9009009009009008,2018
12057013415,0.454545455,4.54545455,10.0,3.0,0.3452243958573072,0.0,0.0,2018
12057013604,0.518072289,10.36144578,20.0,1.0,2.380952380952381,,,2018
12057013703,0.541436464,11.370165744,21.0,12.0,1.0434782608695654,5.0,0.364963503649635,2018
12057013806,0.653846154,2.615384616,4.0,4.0,0.7619047619047619,1.0,0.1402524544179523,2018
12057013807,0.529411765,5.29411765,10.0,12.0,0.6688963210702341,17.0,0.7327586206896551,2018
12057013913,0.344827586,2.068965516,6.0,16.0,0.9264620729588882,7.0,0.2610966057441253,2018
12057013914,0.533333333,1.066666666,2.0,4.0,0.8097165991902834,3.0,0.3333333333333333,2018
12057013915,0.5,6.5,13.0,9.0,0.5036373810856184,15.0,0.7132667617689016,2018
12057013916,0.505747126,14.160919528,28.0,7.0,0.2804487179487179,22.0,0.697084917617237,2018
12057013917,0.432835821,7.358208957,17.0,8.0,0.5653710247349824,10.0,0.580046403712297,2018
12057013918,0.625,5.0,8.0,1.0,0.3745318352059925,,,2018
12057013919,0.4428571429999999,7.971428573999999,18.0,12.0,0.8091706001348618,7.0,0.3963759909399773,2018
12057013920,0.25,1.0,4.0,2.0,0.3144654088050315,1.0,0.0965250965250965,2018
12057013921,0.25,0.75,3.0,2.0,0.1966568338249754,1.0,0.0803212851405622,2018
12057012301,0.447154472,13.41463416,30.0,6.0,0.5597014925373134,2.0,0.1177163037080635,2018
12057013501,0.602189781,13.850364963,23.0,5.0,1.1235955056179776,5.0,0.6868131868131868,2018
12057011003,0.581395349,38.372093034,66.0,2.0,0.48661800486618,0.0,0.0,2018
12057011612,0.518181818,8.809090906,17.0,3.0,0.2949852507374631,5.0,0.3115264797507788,2018
12057012207,0.560606061,6.727272731999999,12.0,11.0,0.7518796992481203,8.0,0.3846153846153846,2018
12057012303,0.537634409,15.591397861,29.0,4.0,1.1494252873563218,,,2018
12057012401,0.45,8.55,19.0,5.0,0.8210180623973727,,,2018
12057012702,0.593406593,11.274725267,19.0,3.0,0.9259259259259258,1.0,0.15625,2018
12057013004,0.466666667,4.666666670000001,10.0,4.0,0.7339449541284404,0.0,0.0,2018
12057013100,0.45,3.6,8.0,1.0,0.2801120448179272,,,2018
12057013203,0.375,3.375,9.0,4.0,0.546448087431694,0.0,0.0,2018
12057013207,0.454545455,1.363636365,3.0,4.0,0.5578800557880056,2.0,0.1554001554001554,2018
12057013313,0.515151515,2.06060606,4.0,4.0,0.5037783375314862,2.0,0.1506024096385542,2018
12057014108,0.419642857,8.812499997000002,21.0,9.0,1.4106583072100314,3.0,0.2548853016142736,2018
12057012106,0.461538462,2.769230772,6.0,4.0,0.3805899143672693,3.0,0.1851851851851852,2018
12057012900,0.56,9.52,17.0,1.0,0.4329004329004329,0.0,0.0,2018
12057011415,0.648648649,11.675675682,18.0,6.0,0.4966887417218543,1.0,0.06150061500615,2018
12057011514,0.457142857,2.285714285,5.0,11.0,0.8527131782945736,23.0,1.249321021184139,2018
12057011607,0.481203008,11.548872192,24.0,6.0,0.5644402634054563,5.0,0.202020202020202,2018
12057011613,0.598253275,22.135371175,37.0,4.0,0.684931506849315,0.0,0.0,2018
12057011706,0.477848101,39.661392383,83.0,8.0,1.1782032400589102,,,2018
12057012002,0.530726257,28.659217878,54.0,4.0,0.7874015748031495,0.0,0.0,2018
12057012501,0.55,7.15,13.0,2.0,0.3597122302158274,2.0,0.181159420289855,2018
12057013310,0.444444444,9.333333324,21.0,2.0,0.3929273084479371,0.0,0.0,2018
12057013311,0.439393939,10.545454536,24.0,3.0,0.9803921568627452,2.0,0.33003300330033,2018
12057000800,0.531446541,26.040880509,49.0,2.0,0.4385964912280701,,,2018
12057004200,0.540540541,1.6216216230000002,3.0,12.0,6.417112299465241,,,2018
12057004300,0.487437186,4.87437186,10.0,0.0,0.0,,,2018
12057005101,0.386666667,8.120000007,21.0,47.0,19.34156378600823,6.0,1.834862385321101,2018
